ID,Ours,PDDL
469,to pass banana 7 to experimenter_hand 30 \n,(:goal (and (passed banana 7 experimenter_hand 30)))) \n
470,to pass banana 4 to experimenter_hand 6 \n,(:goal (and (passed banana 4 experimenter_hand 6)))) \n
471,to pass banana 17 to experimenter_hand 16 \n,(:goal (and (passed banana 17 experimenter_hand 16)))) \n
472,to pass banana 29 to experimenter_hand 6 \n,(:goal (and (passed banana 29 experimenter_hand 6)))) \n
473,to pass banana 9 to experimenter_hand 3 \n,(:goal (and (passed banana 9 experimenter_hand 3)))) \n
474,to pass banana 14 to experimenter_hand 32 \n,(:goal (and (passed banana 14 experimenter_hand 32)))) \n
475,to pass bowl 24 to experimenter_hand 29 \n,(:goal (and (passed bowl 24 experimenter_hand 29)))) \n
476,to pass bowl 10 to experimenter_hand 32 \n,(:goal (and (passed bowl 10 experimenter_hand 32)))) \n
477,to pass bowl 26 to experimenter_hand 23 \n,(:goal (and (passed bowl 26 experimenter_hand 23)))) \n
478,to pass bowl 6 to experimenter_hand 13 \n,(:goal (and (passed bowl 6 experimenter_hand 13)))) \n
479,to pass bowl 27 to experimenter_hand 24 \n,(:goal (and (passed bowl 27 experimenter_hand 24)))) \n
480,to pass bowl 31 to experimenter_hand 4 \n,(:goal (and (passed bowl 31 experimenter_hand 4)))) \n
481,to pass bowl 7 to experimenter_hand 18 \n,(:goal (and (passed bowl 7 experimenter_hand 18)))) \n
482,to pass bowl 12 to experimenter_hand 1 \n,(:goal (and (passed bowl 12 experimenter_hand 1)))) \n
483,to pass extra_large_clamp 19 to experimenter_hand 4 \n,(:goal (and (passed extra_large_clamp 19 experimenter_hand 4)))) \n
484,to pass extra_large_clamp 4 to experimenter_hand 7 \n,(:goal (and (passed extra_large_clamp 4 experimenter_hand 7)))) \n
485,to pass extra_large_clamp 6 to experimenter_hand 12 \n,(:goal (and (passed extra_large_clamp 6 experimenter_hand 12)))) \n
486,to pass extra_large_clamp 22 to experimenter_hand 12 \n,(:goal (and (passed extra_large_clamp 22 experimenter_hand 12)))) \n
487,to pass extra_large_clamp 30 to experimenter_hand 11 \n,(:goal (and (passed extra_large_clamp 30 experimenter_hand 11)))) \n
488,to pass extra_large_clamp 28 to experimenter_hand 22 \n,(:goal (and (passed extra_large_clamp 28 experimenter_hand 22)))) \n
489,to pass extra_large_clamp 15 to experimenter_hand 26 \n,(:goal (and (passed extra_large_clamp 15 experimenter_hand 26)))) \n
490,to pass extra_large_clamp 8 to experimenter_hand 31 \n,(:goal (and (passed extra_large_clamp 8 experimenter_hand 31)))) \n
491,to pass extra_large_clamp 30 to experimenter_hand 7 \n,(:goal (and (passed extra_large_clamp 30 experimenter_hand 7)))) \n
492,to pass extra_large_clamp 18 to experimenter_hand 27 \n,(:goal (and (passed extra_large_clamp 18 experimenter_hand 27)))) \n
493,to pass master_chef_can 17 to experimenter_hand 12 \n,(:goal (and (passed master_chef_can 17 experimenter_hand 12)))) \n
494,to pass master_chef_can 12 to experimenter_hand 15 \n,(:goal (and (passed master_chef_can 12 experimenter_hand 15)))) \n
495,to pass master_chef_can 15 to experimenter_hand 12 \n,(:goal (and (passed master_chef_can 15 experimenter_hand 12)))) \n
496,to pass master_chef_can 10 to experimenter_hand 31 \n,(:goal (and (passed master_chef_can 10 experimenter_hand 31)))) \n
497,to pass master_chef_can 18 to experimenter_hand 8 \n,(:goal (and (passed master_chef_can 18 experimenter_hand 8)))) \n
498,to pass master_chef_can 26 to experimenter_hand 5 \n,(:goal (and (passed master_chef_can 26 experimenter_hand 5)))) \n
499,to pass master_chef_can 17 to experimenter_hand 14 \n,(:goal (and (passed master_chef_can 17 experimenter_hand 14)))) \n
500,to pass master_chef_can 8 to experimenter_hand 12 \n,(:goal (and (passed master_chef_can 8 experimenter_hand 12)))) \n
501,to pass master_chef_can 6 to experimenter_hand 26 \n,(:goal (and (passed master_chef_can 6 experimenter_hand 26)))) \n
502,to pass master_chef_can 24 to experimenter_hand 5 \n,(:goal (and (passed master_chef_can 24 experimenter_hand 5)))) \n
503,to pass mustard_bottle 25 to experimenter_hand 17 \n,(:goal (and (passed mustard_bottle 25 experimenter_hand 17)))) \n
504,to pass mustard_bottle 4 to experimenter_hand 32 \n,(:goal (and (passed mustard_bottle 4 experimenter_hand 32)))) \n
505,to pass mustard_bottle 9 to experimenter_hand 15 \n,(:goal (and (passed mustard_bottle 9 experimenter_hand 15)))) \n
506,to pass mustard_bottle 16 to experimenter_hand 25 \n,(:goal (and (passed mustard_bottle 16 experimenter_hand 25)))) \n
507,to pass mustard_bottle 2 to experimenter_hand 13 \n,(:goal (and (passed mustard_bottle 2 experimenter_hand 13)))) \n
508,to pass mustard_bottle 30 to experimenter_hand 7 \n,(:goal (and (passed mustard_bottle 30 experimenter_hand 7)))) \n
509,to pass mustard_bottle 20 to experimenter_hand 3 \n,(:goal (and (passed mustard_bottle 20 experimenter_hand 3)))) \n
510,to pass mustard_bottle 27 to experimenter_hand 11 \n,(:goal (and (passed mustard_bottle 27 experimenter_hand 11)))) \n
511,to pass mustard_bottle 27 to experimenter_hand 16 \n,(:goal (and (passed mustard_bottle 27 experimenter_hand 16)))) \n
512,to pass power_drill 17 to experimenter_hand 29 \n,(:goal (and (passed power_drill 17 experimenter_hand 29)))) \n
513,to pass power_drill 18 to experimenter_hand 21 \n,(:goal (and (passed power_drill 18 experimenter_hand 21)))) \n
514,to pass power_drill 22 to experimenter_hand 21 \n,(:goal (and (passed power_drill 22 experimenter_hand 21)))) \n
515,to pass power_drill 28 to experimenter_hand 6 \n,(:goal (and (passed power_drill 28 experimenter_hand 6)))) \n
516,to pass power_drill 11 to experimenter_hand 27 \n,(:goal (and (passed power_drill 11 experimenter_hand 27)))) \n
517,to pass power_drill 24 to experimenter_hand 29 \n,(:goal (and (passed power_drill 24 experimenter_hand 29)))) \n
518,to pass power_drill 29 to experimenter_hand 16 \n,(:goal (and (passed power_drill 29 experimenter_hand 16)))) \n
519,to pass power_drill 21 to experimenter_hand 2 \n,(:goal (and (passed power_drill 21 experimenter_hand 2)))) \n
520,to pass power_drill 20 to experimenter_hand 16 \n,(:goal (and (passed power_drill 20 experimenter_hand 16)))) \n
521,to pass tomato_soup_can 5 to experimenter_hand 2 \n,(:goal (and (passed tomato_soup_can 5 experimenter_hand 2)))) \n
522,to pass tomato_soup_can 25 to experimenter_hand 12 \n,(:goal (and (passed tomato_soup_can 25 experimenter_hand 12)))) \n
523,to pass tomato_soup_can 22 to experimenter_hand 18 \n,(:goal (and (passed tomato_soup_can 22 experimenter_hand 18)))) \n
524,to pass tomato_soup_can 24 to experimenter_hand 19 \n,(:goal (and (passed tomato_soup_can 24 experimenter_hand 19)))) \n
525,to pass tomato_soup_can 3 to experimenter_hand 1 \n,(:goal (and (passed tomato_soup_can 3 experimenter_hand 1)))) \n
526,to pass tomato_soup_can 23 to experimenter_hand 8 \n,(:goal (and (passed tomato_soup_can 23 experimenter_hand 8)))) \n
527,to pass tomato_soup_can 1 to experimenter_hand 18 \n,(:goal (and (passed tomato_soup_can 1 experimenter_hand 18)))) \n
528,to pass tomato_soup_can 31 to experimenter_hand 20 \n,(:goal (and (passed tomato_soup_can 31 experimenter_hand 20)))) \n
529,to pass tomato_soup_can 17 to experimenter_hand 5 \n,(:goal (and (passed tomato_soup_can 17 experimenter_hand 5)))) \n
530,to pass tomato_soup_can 20 to experimenter_hand 11 \n,(:goal (and (passed tomato_soup_can 20 experimenter_hand 11)))) \n
531,to pass wood_block 15 to experimenter_hand 3 \n,(:goal (and (passed wood_block 15 experimenter_hand 3)))) \n
532,to pass wood_block 9 to experimenter_hand 15 \n,(:goal (and (passed wood_block 9 experimenter_hand 15)))) \n
533,to pass wood_block 28 to experimenter_hand 18 \n,(:goal (and (passed wood_block 28 experimenter_hand 18)))) \n
534,to pass wood_block 29 to experimenter_hand 17 \n,(:goal (and (passed wood_block 29 experimenter_hand 17)))) \n
535,to pass wood_block 28 to experimenter_hand 29 \n,(:goal (and (passed wood_block 28 experimenter_hand 29)))) \n
536,to pass wood_block 15 to experimenter_hand 7 \n,(:goal (and (passed wood_block 15 experimenter_hand 7)))) \n
537,to pass wood_block 20 to experimenter_hand 30 \n,(:goal (and (passed wood_block 20 experimenter_hand 30)))) \n
538,to pass wood_block 22 to experimenter_hand 26 \n,(:goal (and (passed wood_block 22 experimenter_hand 26)))) \n
539,to pass wood_block 5 to experimenter_hand 16 \n,(:goal (and (passed wood_block 5 experimenter_hand 16)))) \n
540,to pass wood_block 21 to experimenter_hand 5 \n,(:goal (and (passed wood_block 21 experimenter_hand 5)))) \n
541,to pass banana 3 to experimenter_hand 18 \n,(:goal (and (passed banana 3 experimenter_hand 18)))) \n
542,to pass banana 10 to experimenter_hand 28 \n,(:goal (and (passed banana 10 experimenter_hand 28)))) \n
543,to pass banana 19 to experimenter_hand 13 \n,(:goal (and (passed banana 19 experimenter_hand 13)))) \n
544,to pass banana 25 to experimenter_hand 7 \n,(:goal (and (passed banana 25 experimenter_hand 7)))) \n
545,to pass banana 30 to experimenter_hand 6 \n,(:goal (and (passed banana 30 experimenter_hand 6)))) \n
546,to pass banana 16 to experimenter_hand 5 \n,(:goal (and (passed banana 16 experimenter_hand 5)))) \n
547,to pass banana 21 to experimenter_hand 2 \n,(:goal (and (passed banana 21 experimenter_hand 2)))) \n
548,to pass banana 13 to experimenter_hand 23 \n,(:goal (and (passed banana 13 experimenter_hand 23)))) \n
549,to pass banana 12 to experimenter_hand 26 \n,(:goal (and (passed banana 12 experimenter_hand 26)))) \n
550,to pass banana 8 to experimenter_hand 16 \n,(:goal (and (passed banana 8 experimenter_hand 16)))) \n
551,to pass bowl 28 to experimenter_hand 7 \n,(:goal (and (passed bowl 28 experimenter_hand 7)))) \n
552,to pass bowl 23 to experimenter_hand 22 \n,(:goal (and (passed bowl 23 experimenter_hand 22)))) \n
553,to pass bowl 12 to experimenter_hand 16 \n,(:goal (and (passed bowl 12 experimenter_hand 16)))) \n
554,to pass bowl 27 to experimenter_hand 32 \n,(:goal (and (passed bowl 27 experimenter_hand 32)))) \n
555,to pass bowl 24 to experimenter_hand 30 \n,(:goal (and (passed bowl 24 experimenter_hand 30)))) \n
556,to pass bowl 8 to experimenter_hand 3 \n,(:goal (and (passed bowl 8 experimenter_hand 3)))) \n
557,to pass bowl 24 to experimenter_hand 19 \n,(:goal (and (passed bowl 24 experimenter_hand 19)))) \n
558,to pass bowl 18 to experimenter_hand 27 \n,(:goal (and (passed bowl 18 experimenter_hand 27)))) \n
559,to pass bowl 26 to experimenter_hand 7 \n,(:goal (and (passed bowl 26 experimenter_hand 7)))) \n
560,to pass extra_large_clamp 20 to experimenter_hand 29 \n,(:goal (and (passed extra_large_clamp 20 experimenter_hand 29)))) \n
561,to pass extra_large_clamp 23 to experimenter_hand 1 \n,(:goal (and (passed extra_large_clamp 23 experimenter_hand 1)))) \n
562,to pass extra_large_clamp 31 to experimenter_hand 2 \n,(:goal (and (passed extra_large_clamp 31 experimenter_hand 2)))) \n
563,to pass extra_large_clamp 19 to experimenter_hand 7 \n,(:goal (and (passed extra_large_clamp 19 experimenter_hand 7)))) \n
564,to pass extra_large_clamp 1 to experimenter_hand 28 \n,(:goal (and (passed extra_large_clamp 1 experimenter_hand 28)))) \n
565,to pass extra_large_clamp 15 to experimenter_hand 1 \n,(:goal (and (passed extra_large_clamp 15 experimenter_hand 1)))) \n
566,to pass extra_large_clamp 10 to experimenter_hand 29 \n,(:goal (and (passed extra_large_clamp 10 experimenter_hand 29)))) \n
567,to pass extra_large_clamp 10 to experimenter_hand 1 \n,(:goal (and (passed extra_large_clamp 10 experimenter_hand 1)))) \n
568,to pass extra_large_clamp 23 to experimenter_hand 3 \n,(:goal (and (passed extra_large_clamp 23 experimenter_hand 3)))) \n
569,to pass master_chef_can 12 to experimenter_hand 22 \n,(:goal (and (passed master_chef_can 12 experimenter_hand 22)))) \n
570,to pass master_chef_can 13 to experimenter_hand 4 \n,(:goal (and (passed master_chef_can 13 experimenter_hand 4)))) \n
571,to pass master_chef_can 18 to experimenter_hand 23 \n,(:goal (and (passed master_chef_can 18 experimenter_hand 23)))) \n
572,to pass master_chef_can 11 to experimenter_hand 29 \n,(:goal (and (passed master_chef_can 11 experimenter_hand 29)))) \n
573,to pass master_chef_can 14 to experimenter_hand 20 \n,(:goal (and (passed master_chef_can 14 experimenter_hand 20)))) \n
574,to pass master_chef_can 19 to experimenter_hand 11 \n,(:goal (and (passed master_chef_can 19 experimenter_hand 11)))) \n
575,to pass master_chef_can 2 to experimenter_hand 26 \n,(:goal (and (passed master_chef_can 2 experimenter_hand 26)))) \n
576,to pass master_chef_can 24 to experimenter_hand 20 \n,(:goal (and (passed master_chef_can 24 experimenter_hand 20)))) \n
577,to pass master_chef_can 5 to experimenter_hand 20 \n,(:goal (and (passed master_chef_can 5 experimenter_hand 20)))) \n
578,to pass master_chef_can 7 to experimenter_hand 6 \n,(:goal (and (passed master_chef_can 7 experimenter_hand 6)))) \n
579,to pass mustard_bottle 3 to experimenter_hand 9 \n,(:goal (and (passed mustard_bottle 3 experimenter_hand 9)))) \n
580,to pass mustard_bottle 14 to experimenter_hand 15 \n,(:goal (and (passed mustard_bottle 14 experimenter_hand 15)))) \n
581,to pass mustard_bottle 22 to experimenter_hand 20 \n,(:goal (and (passed mustard_bottle 22 experimenter_hand 20)))) \n
582,to pass mustard_bottle 12 to experimenter_hand 32 \n,(:goal (and (passed mustard_bottle 12 experimenter_hand 32)))) \n
583,to pass mustard_bottle 5 to experimenter_hand 20 \n,(:goal (and (passed mustard_bottle 5 experimenter_hand 20)))) \n
584,to pass mustard_bottle 19 to experimenter_hand 13 \n,(:goal (and (passed mustard_bottle 19 experimenter_hand 13)))) \n
585,to pass mustard_bottle 2 to experimenter_hand 17 \n,(:goal (and (passed mustard_bottle 2 experimenter_hand 17)))) \n
586,to pass mustard_bottle 11 to experimenter_hand 2 \n,(:goal (and (passed mustard_bottle 11 experimenter_hand 2)))) \n
587,to pass mustard_bottle 32 to experimenter_hand 14 \n,(:goal (and (passed mustard_bottle 32 experimenter_hand 14)))) \n
588,to pass power_drill 17 to experimenter_hand 28 \n,(:goal (and (passed power_drill 17 experimenter_hand 28)))) \n
589,to pass power_drill 23 to experimenter_hand 22 \n,(:goal (and (passed power_drill 23 experimenter_hand 22)))) \n
590,to pass power_drill 26 to experimenter_hand 21 \n,(:goal (and (passed power_drill 26 experimenter_hand 21)))) \n
591,to pass power_drill 4 to experimenter_hand 28 \n,(:goal (and (passed power_drill 4 experimenter_hand 28)))) \n
592,to pass power_drill 4 to experimenter_hand 26 \n,(:goal (and (passed power_drill 4 experimenter_hand 26)))) \n
593,to pass power_drill 17 to experimenter_hand 30 \n,(:goal (and (passed power_drill 17 experimenter_hand 30)))) \n
594,to pass power_drill 25 to experimenter_hand 2 \n,(:goal (and (passed power_drill 25 experimenter_hand 2)))) \n
595,to pass power_drill 8 to experimenter_hand 13 \n,(:goal (and (passed power_drill 8 experimenter_hand 13)))) \n
596,to pass power_drill 20 to experimenter_hand 9 \n,(:goal (and (passed power_drill 20 experimenter_hand 9)))) \n
597,to pass tomato_soup_can 1 to experimenter_hand 20 \n,(:goal (and (passed tomato_soup_can 1 experimenter_hand 20)))) \n
598,to pass tomato_soup_can 14 to experimenter_hand 2 \n,(:goal (and (passed tomato_soup_can 14 experimenter_hand 2)))) \n
599,to pass tomato_soup_can 23 to experimenter_hand 9 \n,(:goal (and (passed tomato_soup_can 23 experimenter_hand 9)))) \n
600,to pass tomato_soup_can 31 to experimenter_hand 15 \n,(:goal (and (passed tomato_soup_can 31 experimenter_hand 15)))) \n
601,to pass tomato_soup_can 4 to experimenter_hand 8 \n,(:goal (and (passed tomato_soup_can 4 experimenter_hand 8)))) \n
602,to pass tomato_soup_can 28 to experimenter_hand 6 \n,(:goal (and (passed tomato_soup_can 28 experimenter_hand 6)))) \n
603,to pass tomato_soup_can 1 to experimenter_hand 4 \n,(:goal (and (passed tomato_soup_can 1 experimenter_hand 4)))) \n
604,to pass tomato_soup_can 10 to experimenter_hand 6 \n,(:goal (and (passed tomato_soup_can 10 experimenter_hand 6)))) \n
605,to pass tomato_soup_can 32 to experimenter_hand 6 \n,(:goal (and (passed tomato_soup_can 32 experimenter_hand 6)))) \n
606,to pass tomato_soup_can 5 to experimenter_hand 22 \n,(:goal (and (passed tomato_soup_can 5 experimenter_hand 22)))) \n
607,to pass wood_block 28 to experimenter_hand 13 \n,(:goal (and (passed wood_block 28 experimenter_hand 13)))) \n
608,to pass wood_block 26 to experimenter_hand 28 \n,(:goal (and (passed wood_block 26 experimenter_hand 28)))) \n
609,to pass wood_block 12 to experimenter_hand 25 \n,(:goal (and (passed wood_block 12 experimenter_hand 25)))) \n
610,to pass wood_block 3 to experimenter_hand 15 \n,(:goal (and (passed wood_block 3 experimenter_hand 15)))) \n
611,to pass wood_block 22 to experimenter_hand 27 \n,(:goal (and (passed wood_block 22 experimenter_hand 27)))) \n
612,to pass wood_block 17 to experimenter_hand 4 \n,(:goal (and (passed wood_block 17 experimenter_hand 4)))) \n
613,to pass wood_block 31 to experimenter_hand 9 \n,(:goal (and (passed wood_block 31 experimenter_hand 9)))) \n
614,to pass wood_block 4 to experimenter_hand 19 \n,(:goal (and (passed wood_block 4 experimenter_hand 19)))) \n
615,to pass wood_block 14 to experimenter_hand 10 \n,(:goal (and (passed wood_block 14 experimenter_hand 10)))) \n
616,to pass banana 26 to experimenter_hand 22 \n,(:goal (and (passed banana 26 experimenter_hand 22)))) \n
617,to pass banana 28 to experimenter_hand 23 \n,(:goal (and (passed banana 28 experimenter_hand 23)))) \n
618,to pass banana 8 to experimenter_hand 11 \n,(:goal (and (passed banana 8 experimenter_hand 11)))) \n
619,to pass banana 7 to experimenter_hand 15 \n,(:goal (and (passed banana 7 experimenter_hand 15)))) \n
620,to pass banana 12 to experimenter_hand 7 \n,(:goal (and (passed banana 12 experimenter_hand 7)))) \n
621,to pass banana 21 to experimenter_hand 24 \n,(:goal (and (passed banana 21 experimenter_hand 24)))) \n
622,to pass banana 4 to experimenter_hand 24 \n,(:goal (and (passed banana 4 experimenter_hand 24)))) \n
623,to pass banana 20 to experimenter_hand 22 \n,(:goal (and (passed banana 20 experimenter_hand 22)))) \n
624,to pass banana 26 to experimenter_hand 8 \n,(:goal (and (passed banana 26 experimenter_hand 8)))) \n
625,to pass banana 29 to experimenter_hand 20 \n,(:goal (and (passed banana 29 experimenter_hand 20)))) \n
626,to pass bowl 15 to experimenter_hand 12 \n,(:goal (and (passed bowl 15 experimenter_hand 12)))) \n
627,to pass bowl 31 to experimenter_hand 1 \n,(:goal (and (passed bowl 31 experimenter_hand 1)))) \n
628,to pass bowl 31 to experimenter_hand 3 \n,(:goal (and (passed bowl 31 experimenter_hand 3)))) \n
629,to pass bowl 15 to experimenter_hand 2 \n,(:goal (and (passed bowl 15 experimenter_hand 2)))) \n
630,to pass bowl 30 to experimenter_hand 9 \n,(:goal (and (passed bowl 30 experimenter_hand 9)))) \n
631,to pass bowl 28 to experimenter_hand 9 \n,(:goal (and (passed bowl 28 experimenter_hand 9)))) \n
632,to pass bowl 31 to experimenter_hand 30 \n,(:goal (and (passed bowl 31 experimenter_hand 30)))) \n
633,to pass bowl 11 to experimenter_hand 23 \n,(:goal (and (passed bowl 11 experimenter_hand 23)))) \n
634,to pass bowl 24 to experimenter_hand 16 \n,(:goal (and (passed bowl 24 experimenter_hand 16)))) \n
635,to pass bowl 20 to experimenter_hand 10 \n,(:goal (and (passed bowl 20 experimenter_hand 10)))) \n
636,to pass extra_large_clamp 5 to experimenter_hand 6 \n,(:goal (and (passed extra_large_clamp 5 experimenter_hand 6)))) \n
637,to pass extra_large_clamp 7 to experimenter_hand 31 \n,(:goal (and (passed extra_large_clamp 7 experimenter_hand 31)))) \n
638,to pass extra_large_clamp 14 to experimenter_hand 25 \n,(:goal (and (passed extra_large_clamp 14 experimenter_hand 25)))) \n
639,to pass extra_large_clamp 17 to experimenter_hand 29 \n,(:goal (and (passed extra_large_clamp 17 experimenter_hand 29)))) \n
640,to pass extra_large_clamp 15 to experimenter_hand 8 \n,(:goal (and (passed extra_large_clamp 15 experimenter_hand 8)))) \n
641,to pass extra_large_clamp 6 to experimenter_hand 28 \n,(:goal (and (passed extra_large_clamp 6 experimenter_hand 28)))) \n
642,to pass extra_large_clamp 27 to experimenter_hand 9 \n,(:goal (and (passed extra_large_clamp 27 experimenter_hand 9)))) \n
643,to pass extra_large_clamp 1 to experimenter_hand 14 \n,(:goal (and (passed extra_large_clamp 1 experimenter_hand 14)))) \n
644,to pass extra_large_clamp 2 to experimenter_hand 12 \n,(:goal (and (passed extra_large_clamp 2 experimenter_hand 12)))) \n
645,to pass master_chef_can 4 to experimenter_hand 12 \n,(:goal (and (passed master_chef_can 4 experimenter_hand 12)))) \n
646,to pass master_chef_can 21 to experimenter_hand 25 \n,(:goal (and (passed master_chef_can 21 experimenter_hand 25)))) \n
647,to pass master_chef_can 16 to experimenter_hand 4 \n,(:goal (and (passed master_chef_can 16 experimenter_hand 4)))) \n
648,to pass master_chef_can 1 to experimenter_hand 17 \n,(:goal (and (passed master_chef_can 1 experimenter_hand 17)))) \n
649,to pass master_chef_can 24 to experimenter_hand 4 \n,(:goal (and (passed master_chef_can 24 experimenter_hand 4)))) \n
650,to pass master_chef_can 25 to experimenter_hand 20 \n,(:goal (and (passed master_chef_can 25 experimenter_hand 20)))) \n
651,to pass master_chef_can 28 to experimenter_hand 26 \n,(:goal (and (passed master_chef_can 28 experimenter_hand 26)))) \n
652,to pass master_chef_can 15 to experimenter_hand 5 \n,(:goal (and (passed master_chef_can 15 experimenter_hand 5)))) \n
653,to pass master_chef_can 19 to experimenter_hand 31 \n,(:goal (and (passed master_chef_can 19 experimenter_hand 31)))) \n
654,to pass master_chef_can 17 to experimenter_hand 27 \n,(:goal (and (passed master_chef_can 17 experimenter_hand 27)))) \n
655,to pass mustard_bottle 21 to experimenter_hand 29 \n,(:goal (and (passed mustard_bottle 21 experimenter_hand 29)))) \n
656,to pass mustard_bottle 17 to experimenter_hand 18 \n,(:goal (and (passed mustard_bottle 17 experimenter_hand 18)))) \n
657,to pass mustard_bottle 10 to experimenter_hand 8 \n,(:goal (and (passed mustard_bottle 10 experimenter_hand 8)))) \n
658,to pass mustard_bottle 16 to experimenter_hand 4 \n,(:goal (and (passed mustard_bottle 16 experimenter_hand 4)))) \n
659,to pass mustard_bottle 12 to experimenter_hand 10 \n,(:goal (and (passed mustard_bottle 12 experimenter_hand 10)))) \n
660,to pass mustard_bottle 13 to experimenter_hand 8 \n,(:goal (and (passed mustard_bottle 13 experimenter_hand 8)))) \n
661,to pass mustard_bottle 8 to experimenter_hand 20 \n,(:goal (and (passed mustard_bottle 8 experimenter_hand 20)))) \n
662,to pass mustard_bottle 4 to experimenter_hand 24 \n,(:goal (and (passed mustard_bottle 4 experimenter_hand 24)))) \n
663,to pass mustard_bottle 26 to experimenter_hand 24 \n,(:goal (and (passed mustard_bottle 26 experimenter_hand 24)))) \n
664,to pass mustard_bottle 12 to experimenter_hand 26 \n,(:goal (and (passed mustard_bottle 12 experimenter_hand 26)))) \n
665,to pass power_drill 2 to experimenter_hand 27 \n,(:goal (and (passed power_drill 2 experimenter_hand 27)))) \n
666,to pass power_drill 15 to experimenter_hand 30 \n,(:goal (and (passed power_drill 15 experimenter_hand 30)))) \n
667,to pass power_drill 12 to experimenter_hand 7 \n,(:goal (and (passed power_drill 12 experimenter_hand 7)))) \n
668,to pass power_drill 14 to experimenter_hand 16 \n,(:goal (and (passed power_drill 14 experimenter_hand 16)))) \n
669,to pass power_drill 4 to experimenter_hand 7 \n,(:goal (and (passed power_drill 4 experimenter_hand 7)))) \n
670,to pass power_drill 23 to experimenter_hand 29 \n,(:goal (and (passed power_drill 23 experimenter_hand 29)))) \n
671,to pass power_drill 15 to experimenter_hand 1 \n,(:goal (and (passed power_drill 15 experimenter_hand 1)))) \n
672,to pass power_drill 2 to experimenter_hand 19 \n,(:goal (and (passed power_drill 2 experimenter_hand 19)))) \n
673,to pass power_drill 5 to experimenter_hand 13 \n,(:goal (and (passed power_drill 5 experimenter_hand 13)))) \n
674,to pass power_drill 15 to experimenter_hand 17 \n,(:goal (and (passed power_drill 15 experimenter_hand 17)))) \n
675,to pass tomato_soup_can 26 to experimenter_hand 27 \n,(:goal (and (passed tomato_soup_can 26 experimenter_hand 27)))) \n
676,to pass tomato_soup_can 3 to experimenter_hand 31 \n,(:goal (and (passed tomato_soup_can 3 experimenter_hand 31)))) \n
677,to pass tomato_soup_can 13 to experimenter_hand 29 \n,(:goal (and (passed tomato_soup_can 13 experimenter_hand 29)))) \n
678,to pass tomato_soup_can 6 to experimenter_hand 4 \n,(:goal (and (passed tomato_soup_can 6 experimenter_hand 4)))) \n
679,to pass tomato_soup_can 11 to experimenter_hand 3 \n,(:goal (and (passed tomato_soup_can 11 experimenter_hand 3)))) \n
680,to pass tomato_soup_can 6 to experimenter_hand 15 \n,(:goal (and (passed tomato_soup_can 6 experimenter_hand 15)))) \n
681,to pass tomato_soup_can 32 to experimenter_hand 11 \n,(:goal (and (passed tomato_soup_can 32 experimenter_hand 11)))) \n
682,to pass tomato_soup_can 13 to experimenter_hand 12 \n,(:goal (and (passed tomato_soup_can 13 experimenter_hand 12)))) \n
683,to pass tomato_soup_can 21 to experimenter_hand 26 \n,(:goal (and (passed tomato_soup_can 21 experimenter_hand 26)))) \n
684,to pass tomato_soup_can 7 to experimenter_hand 12 \n,(:goal (and (passed tomato_soup_can 7 experimenter_hand 12)))) \n
685,to pass wood_block 25 to experimenter_hand 28 \n,(:goal (and (passed wood_block 25 experimenter_hand 28)))) \n
686,to pass wood_block 17 to experimenter_hand 24 \n,(:goal (and (passed wood_block 17 experimenter_hand 24)))) \n
687,to pass wood_block 29 to experimenter_hand 16 \n,(:goal (and (passed wood_block 29 experimenter_hand 16)))) \n
688,to pass wood_block 3 to experimenter_hand 28 \n,(:goal (and (passed wood_block 3 experimenter_hand 28)))) \n
689,to pass wood_block 3 to experimenter_hand 11 \n,(:goal (and (passed wood_block 3 experimenter_hand 11)))) \n
690,to pass wood_block 13 to experimenter_hand 18 \n,(:goal (and (passed wood_block 13 experimenter_hand 18)))) \n
691,to pass wood_block 19 to experimenter_hand 27 \n,(:goal (and (passed wood_block 19 experimenter_hand 27)))) \n
692,to pass wood_block 22 to experimenter_hand 4 \n,(:goal (and (passed wood_block 22 experimenter_hand 4)))) \n
693,to pass wood_block 13 to experimenter_hand 12 \n,(:goal (and (passed wood_block 13 experimenter_hand 12)))) \n
694,to pass banana 7 to experimenter_hand 10 \n,(:goal (and (passed banana 7 experimenter_hand 10)))) \n
695,to pass banana 19 to experimenter_hand 23 \n,(:goal (and (passed banana 19 experimenter_hand 23)))) \n
696,to pass banana 22 to experimenter_hand 19 \n,(:goal (and (passed banana 22 experimenter_hand 19)))) \n
697,to pass banana 5 to experimenter_hand 28 \n,(:goal (and (passed banana 5 experimenter_hand 28)))) \n
698,to pass banana 24 to experimenter_hand 7 \n,(:goal (and (passed banana 24 experimenter_hand 7)))) \n
699,to pass banana 25 to experimenter_hand 12 \n,(:goal (and (passed banana 25 experimenter_hand 12)))) \n
700,to pass banana 27 to experimenter_hand 22 \n,(:goal (and (passed banana 27 experimenter_hand 22)))) \n
701,to pass banana 12 to experimenter_hand 8 \n,(:goal (and (passed banana 12 experimenter_hand 8)))) \n
702,to pass banana 29 to experimenter_hand 7 \n,(:goal (and (passed banana 29 experimenter_hand 7)))) \n
703,to pass banana 14 to experimenter_hand 6 \n,(:goal (and (passed banana 14 experimenter_hand 6)))) \n
