ID,Ours,PDDL
4264,to pass power_drill 1 to experimenter_hand 13 \n,(:goal (and (passed power_drill 1 experimenter_hand 13)))) \n
4265,to pass power_drill 1 to experimenter_hand 14 \n,(:goal (and (passed power_drill 1 experimenter_hand 14)))) \n
4266,to pass power_drill 1 to experimenter_hand 15 \n,(:goal (and (passed power_drill 1 experimenter_hand 15)))) \n
4267,to pass power_drill 1 to experimenter_hand 17 \n,(:goal (and (passed power_drill 1 experimenter_hand 17)))) \n
4268,to pass power_drill 1 to experimenter_hand 18 \n,(:goal (and (passed power_drill 1 experimenter_hand 18)))) \n
4269,to pass power_drill 1 to experimenter_hand 19 \n,(:goal (and (passed power_drill 1 experimenter_hand 19)))) \n
4270,to pass power_drill 1 to experimenter_hand 20 \n,(:goal (and (passed power_drill 1 experimenter_hand 20)))) \n
4271,to pass power_drill 1 to experimenter_hand 21 \n,(:goal (and (passed power_drill 1 experimenter_hand 21)))) \n
4272,to pass power_drill 1 to experimenter_hand 22 \n,(:goal (and (passed power_drill 1 experimenter_hand 22)))) \n
4273,to pass power_drill 1 to experimenter_hand 23 \n,(:goal (and (passed power_drill 1 experimenter_hand 23)))) \n
4274,to pass power_drill 1 to experimenter_hand 24 \n,(:goal (and (passed power_drill 1 experimenter_hand 24)))) \n
4275,to pass power_drill 1 to experimenter_hand 25 \n,(:goal (and (passed power_drill 1 experimenter_hand 25)))) \n
4276,to pass power_drill 1 to experimenter_hand 26 \n,(:goal (and (passed power_drill 1 experimenter_hand 26)))) \n
4277,to pass power_drill 1 to experimenter_hand 27 \n,(:goal (and (passed power_drill 1 experimenter_hand 27)))) \n
4278,to pass power_drill 1 to experimenter_hand 28 \n,(:goal (and (passed power_drill 1 experimenter_hand 28)))) \n
4279,to pass power_drill 1 to experimenter_hand 29 \n,(:goal (and (passed power_drill 1 experimenter_hand 29)))) \n
4280,to pass power_drill 1 to experimenter_hand 30 \n,(:goal (and (passed power_drill 1 experimenter_hand 30)))) \n
4281,to pass power_drill 1 to experimenter_hand 31 \n,(:goal (and (passed power_drill 1 experimenter_hand 31)))) \n
4282,to pass power_drill 1 to experimenter_hand 32 \n,(:goal (and (passed power_drill 1 experimenter_hand 32)))) \n
4283,to pass power_drill 2 to experimenter_hand 1 \n,(:goal (and (passed power_drill 2 experimenter_hand 1)))) \n
4284,to pass power_drill 2 to experimenter_hand 3 \n,(:goal (and (passed power_drill 2 experimenter_hand 3)))) \n
4285,to pass power_drill 2 to experimenter_hand 5 \n,(:goal (and (passed power_drill 2 experimenter_hand 5)))) \n
4286,to pass power_drill 2 to experimenter_hand 6 \n,(:goal (and (passed power_drill 2 experimenter_hand 6)))) \n
4287,to pass power_drill 2 to experimenter_hand 7 \n,(:goal (and (passed power_drill 2 experimenter_hand 7)))) \n
4288,to pass power_drill 2 to experimenter_hand 8 \n,(:goal (and (passed power_drill 2 experimenter_hand 8)))) \n
4289,to pass power_drill 2 to experimenter_hand 10 \n,(:goal (and (passed power_drill 2 experimenter_hand 10)))) \n
4290,to pass power_drill 2 to experimenter_hand 11 \n,(:goal (and (passed power_drill 2 experimenter_hand 11)))) \n
4291,to pass power_drill 2 to experimenter_hand 12 \n,(:goal (and (passed power_drill 2 experimenter_hand 12)))) \n
4292,to pass power_drill 2 to experimenter_hand 13 \n,(:goal (and (passed power_drill 2 experimenter_hand 13)))) \n
4293,to pass power_drill 2 to experimenter_hand 14 \n,(:goal (and (passed power_drill 2 experimenter_hand 14)))) \n
4294,to pass power_drill 2 to experimenter_hand 15 \n,(:goal (and (passed power_drill 2 experimenter_hand 15)))) \n
4295,to pass power_drill 2 to experimenter_hand 17 \n,(:goal (and (passed power_drill 2 experimenter_hand 17)))) \n
4296,to pass power_drill 2 to experimenter_hand 18 \n,(:goal (and (passed power_drill 2 experimenter_hand 18)))) \n
4297,to pass power_drill 2 to experimenter_hand 20 \n,(:goal (and (passed power_drill 2 experimenter_hand 20)))) \n
4298,to pass power_drill 2 to experimenter_hand 22 \n,(:goal (and (passed power_drill 2 experimenter_hand 22)))) \n
4299,to pass power_drill 2 to experimenter_hand 23 \n,(:goal (and (passed power_drill 2 experimenter_hand 23)))) \n
4300,to pass power_drill 2 to experimenter_hand 24 \n,(:goal (and (passed power_drill 2 experimenter_hand 24)))) \n
4301,to pass power_drill 2 to experimenter_hand 25 \n,(:goal (and (passed power_drill 2 experimenter_hand 25)))) \n
4302,to pass power_drill 2 to experimenter_hand 26 \n,(:goal (and (passed power_drill 2 experimenter_hand 26)))) \n
4303,to pass power_drill 2 to experimenter_hand 28 \n,(:goal (and (passed power_drill 2 experimenter_hand 28)))) \n
4304,to pass power_drill 2 to experimenter_hand 29 \n,(:goal (and (passed power_drill 2 experimenter_hand 29)))) \n
4305,to pass power_drill 2 to experimenter_hand 30 \n,(:goal (and (passed power_drill 2 experimenter_hand 30)))) \n
4306,to pass power_drill 2 to experimenter_hand 31 \n,(:goal (and (passed power_drill 2 experimenter_hand 31)))) \n
4307,to pass power_drill 2 to experimenter_hand 32 \n,(:goal (and (passed power_drill 2 experimenter_hand 32)))) \n
4308,to pass power_drill 3 to experimenter_hand 1 \n,(:goal (and (passed power_drill 3 experimenter_hand 1)))) \n
4309,to pass power_drill 3 to experimenter_hand 2 \n,(:goal (and (passed power_drill 3 experimenter_hand 2)))) \n
4310,to pass power_drill 3 to experimenter_hand 6 \n,(:goal (and (passed power_drill 3 experimenter_hand 6)))) \n
4311,to pass power_drill 3 to experimenter_hand 7 \n,(:goal (and (passed power_drill 3 experimenter_hand 7)))) \n
4312,to pass power_drill 3 to experimenter_hand 8 \n,(:goal (and (passed power_drill 3 experimenter_hand 8)))) \n
4313,to pass power_drill 3 to experimenter_hand 9 \n,(:goal (and (passed power_drill 3 experimenter_hand 9)))) \n
4314,to pass power_drill 3 to experimenter_hand 11 \n,(:goal (and (passed power_drill 3 experimenter_hand 11)))) \n
4315,to pass power_drill 3 to experimenter_hand 13 \n,(:goal (and (passed power_drill 3 experimenter_hand 13)))) \n
4316,to pass power_drill 3 to experimenter_hand 14 \n,(:goal (and (passed power_drill 3 experimenter_hand 14)))) \n
4317,to pass power_drill 3 to experimenter_hand 15 \n,(:goal (and (passed power_drill 3 experimenter_hand 15)))) \n
4318,to pass power_drill 3 to experimenter_hand 16 \n,(:goal (and (passed power_drill 3 experimenter_hand 16)))) \n
4319,to pass power_drill 3 to experimenter_hand 17 \n,(:goal (and (passed power_drill 3 experimenter_hand 17)))) \n
4320,to pass power_drill 3 to experimenter_hand 18 \n,(:goal (and (passed power_drill 3 experimenter_hand 18)))) \n
4321,to pass power_drill 3 to experimenter_hand 19 \n,(:goal (and (passed power_drill 3 experimenter_hand 19)))) \n
4322,to pass power_drill 3 to experimenter_hand 20 \n,(:goal (and (passed power_drill 3 experimenter_hand 20)))) \n
4323,to pass power_drill 3 to experimenter_hand 21 \n,(:goal (and (passed power_drill 3 experimenter_hand 21)))) \n
4324,to pass power_drill 3 to experimenter_hand 22 \n,(:goal (and (passed power_drill 3 experimenter_hand 22)))) \n
4325,to pass power_drill 3 to experimenter_hand 24 \n,(:goal (and (passed power_drill 3 experimenter_hand 24)))) \n
4326,to pass power_drill 3 to experimenter_hand 25 \n,(:goal (and (passed power_drill 3 experimenter_hand 25)))) \n
4327,to pass power_drill 3 to experimenter_hand 26 \n,(:goal (and (passed power_drill 3 experimenter_hand 26)))) \n
4328,to pass power_drill 3 to experimenter_hand 27 \n,(:goal (and (passed power_drill 3 experimenter_hand 27)))) \n
4329,to pass power_drill 3 to experimenter_hand 28 \n,(:goal (and (passed power_drill 3 experimenter_hand 28)))) \n
4330,to pass power_drill 3 to experimenter_hand 29 \n,(:goal (and (passed power_drill 3 experimenter_hand 29)))) \n
4331,to pass power_drill 3 to experimenter_hand 30 \n,(:goal (and (passed power_drill 3 experimenter_hand 30)))) \n
4332,to pass power_drill 3 to experimenter_hand 31 \n,(:goal (and (passed power_drill 3 experimenter_hand 31)))) \n
4333,to pass power_drill 3 to experimenter_hand 32 \n,(:goal (and (passed power_drill 3 experimenter_hand 32)))) \n
4334,to pass power_drill 4 to experimenter_hand 1 \n,(:goal (and (passed power_drill 4 experimenter_hand 1)))) \n
4335,to pass power_drill 4 to experimenter_hand 2 \n,(:goal (and (passed power_drill 4 experimenter_hand 2)))) \n
4336,to pass power_drill 4 to experimenter_hand 3 \n,(:goal (and (passed power_drill 4 experimenter_hand 3)))) \n
4337,to pass power_drill 4 to experimenter_hand 5 \n,(:goal (and (passed power_drill 4 experimenter_hand 5)))) \n
4338,to pass power_drill 4 to experimenter_hand 6 \n,(:goal (and (passed power_drill 4 experimenter_hand 6)))) \n
4339,to pass power_drill 4 to experimenter_hand 8 \n,(:goal (and (passed power_drill 4 experimenter_hand 8)))) \n
4340,to pass power_drill 4 to experimenter_hand 9 \n,(:goal (and (passed power_drill 4 experimenter_hand 9)))) \n
4341,to pass power_drill 4 to experimenter_hand 10 \n,(:goal (and (passed power_drill 4 experimenter_hand 10)))) \n
4342,to pass power_drill 4 to experimenter_hand 11 \n,(:goal (and (passed power_drill 4 experimenter_hand 11)))) \n
4343,to pass power_drill 4 to experimenter_hand 12 \n,(:goal (and (passed power_drill 4 experimenter_hand 12)))) \n
4344,to pass power_drill 4 to experimenter_hand 13 \n,(:goal (and (passed power_drill 4 experimenter_hand 13)))) \n
4345,to pass power_drill 4 to experimenter_hand 14 \n,(:goal (and (passed power_drill 4 experimenter_hand 14)))) \n
4346,to pass power_drill 4 to experimenter_hand 15 \n,(:goal (and (passed power_drill 4 experimenter_hand 15)))) \n
4347,to pass power_drill 4 to experimenter_hand 16 \n,(:goal (and (passed power_drill 4 experimenter_hand 16)))) \n
4348,to pass power_drill 4 to experimenter_hand 17 \n,(:goal (and (passed power_drill 4 experimenter_hand 17)))) \n
4349,to pass power_drill 4 to experimenter_hand 18 \n,(:goal (and (passed power_drill 4 experimenter_hand 18)))) \n
4350,to pass power_drill 4 to experimenter_hand 19 \n,(:goal (and (passed power_drill 4 experimenter_hand 19)))) \n
4351,to pass power_drill 4 to experimenter_hand 20 \n,(:goal (and (passed power_drill 4 experimenter_hand 20)))) \n
4352,to pass power_drill 4 to experimenter_hand 21 \n,(:goal (and (passed power_drill 4 experimenter_hand 21)))) \n
4353,to pass power_drill 4 to experimenter_hand 22 \n,(:goal (and (passed power_drill 4 experimenter_hand 22)))) \n
4354,to pass power_drill 4 to experimenter_hand 23 \n,(:goal (and (passed power_drill 4 experimenter_hand 23)))) \n
4355,to pass power_drill 4 to experimenter_hand 24 \n,(:goal (and (passed power_drill 4 experimenter_hand 24)))) \n
4356,to pass power_drill 4 to experimenter_hand 25 \n,(:goal (and (passed power_drill 4 experimenter_hand 25)))) \n
4357,to pass power_drill 4 to experimenter_hand 27 \n,(:goal (and (passed power_drill 4 experimenter_hand 27)))) \n
4358,to pass power_drill 4 to experimenter_hand 29 \n,(:goal (and (passed power_drill 4 experimenter_hand 29)))) \n
4359,to pass power_drill 4 to experimenter_hand 30 \n,(:goal (and (passed power_drill 4 experimenter_hand 30)))) \n
4360,to pass power_drill 4 to experimenter_hand 31 \n,(:goal (and (passed power_drill 4 experimenter_hand 31)))) \n
4361,to pass power_drill 4 to experimenter_hand 32 \n,(:goal (and (passed power_drill 4 experimenter_hand 32)))) \n
4362,to pass power_drill 5 to experimenter_hand 2 \n,(:goal (and (passed power_drill 5 experimenter_hand 2)))) \n
4363,to pass power_drill 5 to experimenter_hand 3 \n,(:goal (and (passed power_drill 5 experimenter_hand 3)))) \n
4364,to pass power_drill 5 to experimenter_hand 4 \n,(:goal (and (passed power_drill 5 experimenter_hand 4)))) \n
4365,to pass power_drill 5 to experimenter_hand 7 \n,(:goal (and (passed power_drill 5 experimenter_hand 7)))) \n
4366,to pass power_drill 5 to experimenter_hand 8 \n,(:goal (and (passed power_drill 5 experimenter_hand 8)))) \n
4367,to pass power_drill 5 to experimenter_hand 9 \n,(:goal (and (passed power_drill 5 experimenter_hand 9)))) \n
4368,to pass power_drill 5 to experimenter_hand 10 \n,(:goal (and (passed power_drill 5 experimenter_hand 10)))) \n
4369,to pass power_drill 5 to experimenter_hand 11 \n,(:goal (and (passed power_drill 5 experimenter_hand 11)))) \n
4370,to pass power_drill 5 to experimenter_hand 12 \n,(:goal (and (passed power_drill 5 experimenter_hand 12)))) \n
4371,to pass power_drill 5 to experimenter_hand 14 \n,(:goal (and (passed power_drill 5 experimenter_hand 14)))) \n
4372,to pass power_drill 5 to experimenter_hand 15 \n,(:goal (and (passed power_drill 5 experimenter_hand 15)))) \n
4373,to pass power_drill 5 to experimenter_hand 16 \n,(:goal (and (passed power_drill 5 experimenter_hand 16)))) \n
4374,to pass power_drill 5 to experimenter_hand 17 \n,(:goal (and (passed power_drill 5 experimenter_hand 17)))) \n
4375,to pass power_drill 5 to experimenter_hand 18 \n,(:goal (and (passed power_drill 5 experimenter_hand 18)))) \n
4376,to pass power_drill 5 to experimenter_hand 19 \n,(:goal (and (passed power_drill 5 experimenter_hand 19)))) \n
4377,to pass power_drill 5 to experimenter_hand 20 \n,(:goal (and (passed power_drill 5 experimenter_hand 20)))) \n
4378,to pass power_drill 5 to experimenter_hand 21 \n,(:goal (and (passed power_drill 5 experimenter_hand 21)))) \n
4379,to pass power_drill 5 to experimenter_hand 22 \n,(:goal (and (passed power_drill 5 experimenter_hand 22)))) \n
4380,to pass power_drill 5 to experimenter_hand 23 \n,(:goal (and (passed power_drill 5 experimenter_hand 23)))) \n
4381,to pass power_drill 5 to experimenter_hand 24 \n,(:goal (and (passed power_drill 5 experimenter_hand 24)))) \n
4382,to pass power_drill 5 to experimenter_hand 25 \n,(:goal (and (passed power_drill 5 experimenter_hand 25)))) \n
4383,to pass power_drill 5 to experimenter_hand 26 \n,(:goal (and (passed power_drill 5 experimenter_hand 26)))) \n
4384,to pass power_drill 5 to experimenter_hand 27 \n,(:goal (and (passed power_drill 5 experimenter_hand 27)))) \n
4385,to pass power_drill 5 to experimenter_hand 28 \n,(:goal (and (passed power_drill 5 experimenter_hand 28)))) \n
4386,to pass power_drill 6 to experimenter_hand 1 \n,(:goal (and (passed power_drill 6 experimenter_hand 1)))) \n
4387,to pass power_drill 6 to experimenter_hand 2 \n,(:goal (and (passed power_drill 6 experimenter_hand 2)))) \n
4388,to pass power_drill 6 to experimenter_hand 3 \n,(:goal (and (passed power_drill 6 experimenter_hand 3)))) \n
4389,to pass power_drill 6 to experimenter_hand 4 \n,(:goal (and (passed power_drill 6 experimenter_hand 4)))) \n
4390,to pass power_drill 6 to experimenter_hand 5 \n,(:goal (and (passed power_drill 6 experimenter_hand 5)))) \n
4391,to pass power_drill 6 to experimenter_hand 7 \n,(:goal (and (passed power_drill 6 experimenter_hand 7)))) \n
4392,to pass power_drill 6 to experimenter_hand 8 \n,(:goal (and (passed power_drill 6 experimenter_hand 8)))) \n
4393,to pass power_drill 6 to experimenter_hand 9 \n,(:goal (and (passed power_drill 6 experimenter_hand 9)))) \n
4394,to pass power_drill 6 to experimenter_hand 10 \n,(:goal (and (passed power_drill 6 experimenter_hand 10)))) \n
4395,to pass power_drill 6 to experimenter_hand 12 \n,(:goal (and (passed power_drill 6 experimenter_hand 12)))) \n
4396,to pass power_drill 6 to experimenter_hand 13 \n,(:goal (and (passed power_drill 6 experimenter_hand 13)))) \n
4397,to pass power_drill 6 to experimenter_hand 14 \n,(:goal (and (passed power_drill 6 experimenter_hand 14)))) \n
4398,to pass power_drill 6 to experimenter_hand 15 \n,(:goal (and (passed power_drill 6 experimenter_hand 15)))) \n
4399,to pass power_drill 6 to experimenter_hand 16 \n,(:goal (and (passed power_drill 6 experimenter_hand 16)))) \n
4400,to pass power_drill 6 to experimenter_hand 17 \n,(:goal (and (passed power_drill 6 experimenter_hand 17)))) \n
4401,to pass power_drill 6 to experimenter_hand 18 \n,(:goal (and (passed power_drill 6 experimenter_hand 18)))) \n
4402,to pass power_drill 6 to experimenter_hand 19 \n,(:goal (and (passed power_drill 6 experimenter_hand 19)))) \n
4403,to pass power_drill 6 to experimenter_hand 20 \n,(:goal (and (passed power_drill 6 experimenter_hand 20)))) \n
4404,to pass power_drill 6 to experimenter_hand 21 \n,(:goal (and (passed power_drill 6 experimenter_hand 21)))) \n
4405,to pass power_drill 6 to experimenter_hand 23 \n,(:goal (and (passed power_drill 6 experimenter_hand 23)))) \n
4406,to pass power_drill 6 to experimenter_hand 24 \n,(:goal (and (passed power_drill 6 experimenter_hand 24)))) \n
4407,to pass power_drill 6 to experimenter_hand 25 \n,(:goal (and (passed power_drill 6 experimenter_hand 25)))) \n
4408,to pass power_drill 6 to experimenter_hand 26 \n,(:goal (and (passed power_drill 6 experimenter_hand 26)))) \n
4409,to pass power_drill 6 to experimenter_hand 27 \n,(:goal (and (passed power_drill 6 experimenter_hand 27)))) \n
4410,to pass power_drill 6 to experimenter_hand 28 \n,(:goal (and (passed power_drill 6 experimenter_hand 28)))) \n
4411,to pass power_drill 6 to experimenter_hand 31 \n,(:goal (and (passed power_drill 6 experimenter_hand 31)))) \n
4412,to pass power_drill 6 to experimenter_hand 32 \n,(:goal (and (passed power_drill 6 experimenter_hand 32)))) \n
4413,to pass power_drill 7 to experimenter_hand 1 \n,(:goal (and (passed power_drill 7 experimenter_hand 1)))) \n
4414,to pass power_drill 7 to experimenter_hand 2 \n,(:goal (and (passed power_drill 7 experimenter_hand 2)))) \n
4415,to pass power_drill 7 to experimenter_hand 3 \n,(:goal (and (passed power_drill 7 experimenter_hand 3)))) \n
4416,to pass power_drill 7 to experimenter_hand 4 \n,(:goal (and (passed power_drill 7 experimenter_hand 4)))) \n
4417,to pass power_drill 7 to experimenter_hand 5 \n,(:goal (and (passed power_drill 7 experimenter_hand 5)))) \n
4418,to pass power_drill 7 to experimenter_hand 6 \n,(:goal (and (passed power_drill 7 experimenter_hand 6)))) \n
4419,to pass power_drill 7 to experimenter_hand 8 \n,(:goal (and (passed power_drill 7 experimenter_hand 8)))) \n
4420,to pass power_drill 7 to experimenter_hand 9 \n,(:goal (and (passed power_drill 7 experimenter_hand 9)))) \n
4421,to pass power_drill 7 to experimenter_hand 10 \n,(:goal (and (passed power_drill 7 experimenter_hand 10)))) \n
4422,to pass power_drill 7 to experimenter_hand 14 \n,(:goal (and (passed power_drill 7 experimenter_hand 14)))) \n
4423,to pass power_drill 7 to experimenter_hand 15 \n,(:goal (and (passed power_drill 7 experimenter_hand 15)))) \n
4424,to pass power_drill 7 to experimenter_hand 16 \n,(:goal (and (passed power_drill 7 experimenter_hand 16)))) \n
4425,to pass power_drill 7 to experimenter_hand 17 \n,(:goal (and (passed power_drill 7 experimenter_hand 17)))) \n
4426,to pass power_drill 7 to experimenter_hand 18 \n,(:goal (and (passed power_drill 7 experimenter_hand 18)))) \n
4427,to pass power_drill 7 to experimenter_hand 19 \n,(:goal (and (passed power_drill 7 experimenter_hand 19)))) \n
4428,to pass power_drill 7 to experimenter_hand 20 \n,(:goal (and (passed power_drill 7 experimenter_hand 20)))) \n
4429,to pass power_drill 7 to experimenter_hand 21 \n,(:goal (and (passed power_drill 7 experimenter_hand 21)))) \n
4430,to pass power_drill 7 to experimenter_hand 22 \n,(:goal (and (passed power_drill 7 experimenter_hand 22)))) \n
4431,to pass power_drill 7 to experimenter_hand 23 \n,(:goal (and (passed power_drill 7 experimenter_hand 23)))) \n
4432,to pass power_drill 7 to experimenter_hand 24 \n,(:goal (and (passed power_drill 7 experimenter_hand 24)))) \n
4433,to pass power_drill 7 to experimenter_hand 25 \n,(:goal (and (passed power_drill 7 experimenter_hand 25)))) \n
4434,to pass power_drill 7 to experimenter_hand 26 \n,(:goal (and (passed power_drill 7 experimenter_hand 26)))) \n
4435,to pass power_drill 7 to experimenter_hand 27 \n,(:goal (and (passed power_drill 7 experimenter_hand 27)))) \n
4436,to pass power_drill 7 to experimenter_hand 28 \n,(:goal (and (passed power_drill 7 experimenter_hand 28)))) \n
4437,to pass power_drill 7 to experimenter_hand 31 \n,(:goal (and (passed power_drill 7 experimenter_hand 31)))) \n
4438,to pass power_drill 7 to experimenter_hand 32 \n,(:goal (and (passed power_drill 7 experimenter_hand 32)))) \n
4439,to pass power_drill 8 to experimenter_hand 1 \n,(:goal (and (passed power_drill 8 experimenter_hand 1)))) \n
4440,to pass power_drill 8 to experimenter_hand 2 \n,(:goal (and (passed power_drill 8 experimenter_hand 2)))) \n
4441,to pass power_drill 8 to experimenter_hand 3 \n,(:goal (and (passed power_drill 8 experimenter_hand 3)))) \n
4442,to pass power_drill 8 to experimenter_hand 4 \n,(:goal (and (passed power_drill 8 experimenter_hand 4)))) \n
4443,to pass power_drill 8 to experimenter_hand 5 \n,(:goal (and (passed power_drill 8 experimenter_hand 5)))) \n
4444,to pass power_drill 8 to experimenter_hand 6 \n,(:goal (and (passed power_drill 8 experimenter_hand 6)))) \n
4445,to pass power_drill 8 to experimenter_hand 7 \n,(:goal (and (passed power_drill 8 experimenter_hand 7)))) \n
4446,to pass power_drill 8 to experimenter_hand 9 \n,(:goal (and (passed power_drill 8 experimenter_hand 9)))) \n
4447,to pass power_drill 8 to experimenter_hand 10 \n,(:goal (and (passed power_drill 8 experimenter_hand 10)))) \n
4448,to pass power_drill 8 to experimenter_hand 11 \n,(:goal (and (passed power_drill 8 experimenter_hand 11)))) \n
4449,to pass power_drill 8 to experimenter_hand 14 \n,(:goal (and (passed power_drill 8 experimenter_hand 14)))) \n
4450,to pass power_drill 8 to experimenter_hand 15 \n,(:goal (and (passed power_drill 8 experimenter_hand 15)))) \n
4451,to pass power_drill 8 to experimenter_hand 16 \n,(:goal (and (passed power_drill 8 experimenter_hand 16)))) \n
4452,to pass power_drill 8 to experimenter_hand 17 \n,(:goal (and (passed power_drill 8 experimenter_hand 17)))) \n
4453,to pass power_drill 8 to experimenter_hand 18 \n,(:goal (and (passed power_drill 8 experimenter_hand 18)))) \n
4454,to pass power_drill 8 to experimenter_hand 19 \n,(:goal (and (passed power_drill 8 experimenter_hand 19)))) \n
4455,to pass power_drill 8 to experimenter_hand 20 \n,(:goal (and (passed power_drill 8 experimenter_hand 20)))) \n
4456,to pass power_drill 8 to experimenter_hand 21 \n,(:goal (and (passed power_drill 8 experimenter_hand 21)))) \n
4457,to pass power_drill 8 to experimenter_hand 22 \n,(:goal (and (passed power_drill 8 experimenter_hand 22)))) \n
4458,to pass power_drill 8 to experimenter_hand 23 \n,(:goal (and (passed power_drill 8 experimenter_hand 23)))) \n
4459,to pass power_drill 8 to experimenter_hand 24 \n,(:goal (and (passed power_drill 8 experimenter_hand 24)))) \n
4460,to pass power_drill 8 to experimenter_hand 25 \n,(:goal (and (passed power_drill 8 experimenter_hand 25)))) \n
4461,to pass power_drill 8 to experimenter_hand 26 \n,(:goal (and (passed power_drill 8 experimenter_hand 26)))) \n
4462,to pass power_drill 8 to experimenter_hand 27 \n,(:goal (and (passed power_drill 8 experimenter_hand 27)))) \n
4463,to pass power_drill 8 to experimenter_hand 28 \n,(:goal (and (passed power_drill 8 experimenter_hand 28)))) \n
4464,to pass power_drill 8 to experimenter_hand 29 \n,(:goal (and (passed power_drill 8 experimenter_hand 29)))) \n
4465,to pass power_drill 8 to experimenter_hand 30 \n,(:goal (and (passed power_drill 8 experimenter_hand 30)))) \n
4466,to pass power_drill 8 to experimenter_hand 31 \n,(:goal (and (passed power_drill 8 experimenter_hand 31)))) \n
4467,to pass power_drill 8 to experimenter_hand 32 \n,(:goal (and (passed power_drill 8 experimenter_hand 32)))) \n
4468,to pass power_drill 9 to experimenter_hand 3 \n,(:goal (and (passed power_drill 9 experimenter_hand 3)))) \n
4469,to pass power_drill 9 to experimenter_hand 4 \n,(:goal (and (passed power_drill 9 experimenter_hand 4)))) \n
4470,to pass power_drill 9 to experimenter_hand 5 \n,(:goal (and (passed power_drill 9 experimenter_hand 5)))) \n
4471,to pass power_drill 9 to experimenter_hand 6 \n,(:goal (and (passed power_drill 9 experimenter_hand 6)))) \n
4472,to pass power_drill 9 to experimenter_hand 7 \n,(:goal (and (passed power_drill 9 experimenter_hand 7)))) \n
4473,to pass power_drill 9 to experimenter_hand 8 \n,(:goal (and (passed power_drill 9 experimenter_hand 8)))) \n
4474,to pass power_drill 9 to experimenter_hand 10 \n,(:goal (and (passed power_drill 9 experimenter_hand 10)))) \n
4475,to pass power_drill 9 to experimenter_hand 11 \n,(:goal (and (passed power_drill 9 experimenter_hand 11)))) \n
4476,to pass power_drill 9 to experimenter_hand 12 \n,(:goal (and (passed power_drill 9 experimenter_hand 12)))) \n
4477,to pass power_drill 9 to experimenter_hand 13 \n,(:goal (and (passed power_drill 9 experimenter_hand 13)))) \n
4478,to pass power_drill 9 to experimenter_hand 14 \n,(:goal (and (passed power_drill 9 experimenter_hand 14)))) \n
4479,to pass power_drill 9 to experimenter_hand 15 \n,(:goal (and (passed power_drill 9 experimenter_hand 15)))) \n
4480,to pass power_drill 9 to experimenter_hand 16 \n,(:goal (and (passed power_drill 9 experimenter_hand 16)))) \n
4481,to pass power_drill 9 to experimenter_hand 17 \n,(:goal (and (passed power_drill 9 experimenter_hand 17)))) \n
4482,to pass power_drill 9 to experimenter_hand 18 \n,(:goal (and (passed power_drill 9 experimenter_hand 18)))) \n
4483,to pass power_drill 9 to experimenter_hand 19 \n,(:goal (and (passed power_drill 9 experimenter_hand 19)))) \n
4484,to pass power_drill 9 to experimenter_hand 20 \n,(:goal (and (passed power_drill 9 experimenter_hand 20)))) \n
4485,to pass power_drill 9 to experimenter_hand 21 \n,(:goal (and (passed power_drill 9 experimenter_hand 21)))) \n
4486,to pass power_drill 9 to experimenter_hand 22 \n,(:goal (and (passed power_drill 9 experimenter_hand 22)))) \n
4487,to pass power_drill 9 to experimenter_hand 24 \n,(:goal (and (passed power_drill 9 experimenter_hand 24)))) \n
4488,to pass power_drill 9 to experimenter_hand 25 \n,(:goal (and (passed power_drill 9 experimenter_hand 25)))) \n
4489,to pass power_drill 9 to experimenter_hand 26 \n,(:goal (and (passed power_drill 9 experimenter_hand 26)))) \n
4490,to pass power_drill 9 to experimenter_hand 27 \n,(:goal (and (passed power_drill 9 experimenter_hand 27)))) \n
4491,to pass power_drill 9 to experimenter_hand 28 \n,(:goal (and (passed power_drill 9 experimenter_hand 28)))) \n
4492,to pass power_drill 9 to experimenter_hand 29 \n,(:goal (and (passed power_drill 9 experimenter_hand 29)))) \n
4493,to pass power_drill 9 to experimenter_hand 30 \n,(:goal (and (passed power_drill 9 experimenter_hand 30)))) \n
4494,to pass power_drill 9 to experimenter_hand 31 \n,(:goal (and (passed power_drill 9 experimenter_hand 31)))) \n
4495,to pass power_drill 9 to experimenter_hand 32 \n,(:goal (and (passed power_drill 9 experimenter_hand 32)))) \n
4496,to pass power_drill 10 to experimenter_hand 1 \n,(:goal (and (passed power_drill 10 experimenter_hand 1)))) \n
4497,to pass power_drill 10 to experimenter_hand 2 \n,(:goal (and (passed power_drill 10 experimenter_hand 2)))) \n
4498,to pass power_drill 10 to experimenter_hand 3 \n,(:goal (and (passed power_drill 10 experimenter_hand 3)))) \n
4499,to pass power_drill 10 to experimenter_hand 4 \n,(:goal (and (passed power_drill 10 experimenter_hand 4)))) \n
4500,to pass power_drill 10 to experimenter_hand 5 \n,(:goal (and (passed power_drill 10 experimenter_hand 5)))) \n
4501,to pass power_drill 10 to experimenter_hand 6 \n,(:goal (and (passed power_drill 10 experimenter_hand 6)))) \n
4502,to pass power_drill 10 to experimenter_hand 8 \n,(:goal (and (passed power_drill 10 experimenter_hand 8)))) \n
4503,to pass power_drill 10 to experimenter_hand 9 \n,(:goal (and (passed power_drill 10 experimenter_hand 9)))) \n
4504,to pass power_drill 10 to experimenter_hand 11 \n,(:goal (and (passed power_drill 10 experimenter_hand 11)))) \n
